"id","auxiliar","descripcion","grupo_id/id","name","subgrupo_id/id"
"grp_factura_siif.presupuesto_objeto_gasto_322","005","Contratos de Trabajo a Término A29a43L17556 D85/003(F11)","grp_factura_siif.siif_grupo0","057","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_323","006","Adscriptos Pres.de la República A65 L17930","grp_factura_siif.siif_grupo0","057","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_324","009","Contratos p/tareas apoyo directo a Ministros o Directores","grp_factura_siif.siif_grupo0","057","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_325","010","Adscriptos Art.58 Ley 18719","grp_factura_siif.siif_grupo0","057","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_326","011","Adscriptos A57 L18719 de Incisos distinto al que lo contrata","grp_factura_siif.siif_grupo0","057","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_327","004","Retribuc. p/aspirantes a ingresar al Subescalafón Ejecutivo","grp_factura_siif.siif_grupo0","057","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_328","007","Contratos Directores y Gerentes","grp_factura_siif.siif_grupo0","057","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_329","000","Horas Extras","grp_factura_siif.siif_grupo0","058","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_330","001","Horas Extras Comunes","grp_factura_siif.siif_grupo0","058","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_331","002","Horas Extras Nocturnas","grp_factura_siif.siif_grupo0","058","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_332","000","Sueldo anual complementario","grp_factura_siif.siif_grupo0","059","grp_factura_siif.siif_subgrupo0_5"
"grp_factura_siif.presupuesto_objeto_gasto_333","000","Salario Vacacional","grp_factura_siif.siif_grupo0","063","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_334","000","Contribuciones por asistencia médica","grp_factura_siif.siif_grupo0","064","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_335","000","Ayuda de arrendamiento","grp_factura_siif.siif_grupo0","066","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_336","000","Compensación por alimentación con aportes","grp_factura_siif.siif_grupo0","067","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_337","000","Comp.alimentación sin aporte,día trab.A157y167L16713 D113/96","grp_factura_siif.siif_grupo0","068","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_338","002","Comp.alimentación c/aporte","grp_factura_siif.siif_grupo0","068","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_339","000","Otros beneficios al personal","grp_factura_siif.siif_grupo0","069","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_340","002","Compensación por perfeccionamiento técnico-DGCasinos","grp_factura_siif.siif_grupo0","069","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_341","003","Prima por asistencia social-DGCasinos","grp_factura_siif.siif_grupo0","069","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_342","004","Compensación por vestimenta-DGCasinos","grp_factura_siif.siif_grupo0","069","grp_factura_siif.siif_subgrupo0_6"
"grp_factura_siif.presupuesto_objeto_gasto_343","000","Prima por matrimonio","grp_factura_siif.siif_grupo0","071","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_344","000","Hogar constituído","grp_factura_siif.siif_grupo0","072","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_345","001","Hogar Constituido Agreg.Com Ext.","grp_factura_siif.siif_grupo0","072","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_346","000","Prima por nacimiento","grp_factura_siif.siif_grupo0","073","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_347","000","Prestaciones por hijo","grp_factura_siif.siif_grupo0","074","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_348","001","Prestaciones por hijo Agreg.Com.Exter.","grp_factura_siif.siif_grupo0","074","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_349","000","Comp. por  hijo func. en el exterior y Dif. coef.","grp_factura_siif.siif_grupo0","077","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_350","000","Prestaciones por salario vacacional-NO VIGENTE","grp_factura_siif.siif_grupo0","078","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_351","000","Otros beneficios familiares","grp_factura_siif.siif_grupo0","079","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_352","001","Prima Solidaria Familiar MDN A80 L17930","grp_factura_siif.siif_grupo0","079","grp_factura_siif.siif_subgrupo0_7"
"grp_factura_siif.presupuesto_objeto_gasto_353","000","Aporte patronal sistema seguridad social s/retrib.","grp_factura_siif.siif_grupo0","081","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_354","001","Aporte patronal funciones permanentes en el Exterior","grp_factura_siif.siif_grupo0","081","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_355","000","Otros aportes patronales sobre retribuciones a F.N.V.","grp_factura_siif.siif_grupo0","082","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_356","001","Otros aport. patrs. s/retribs a F.N.V.-func.perm.en Exterior","grp_factura_siif.siif_grupo0","082","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_357","000","Aporte patronal por Serv.Bonif.(Cód.Ret.3.05)","grp_factura_siif.siif_grupo0","083","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_358","000","NO VIGENTE Aporte patronal a DISSE","grp_factura_siif.siif_grupo0","084","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_359","000","Complemento Contribución Patronal cuota mutual","grp_factura_siif.siif_grupo0","085","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_360","000","Aporte patronal a Fondo Reconv. Laboral","grp_factura_siif.siif_grupo0","086","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_361","000","Aporte patronal a FONASA","grp_factura_siif.siif_grupo0","087","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_362","001","Aporte patronal a FONASA-func.perm. en el Exterior","grp_factura_siif.siif_grupo0","087","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_363","000","Pago Seguro Contratado con el Banco Seguros del Estado","grp_factura_siif.siif_grupo0","088","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_364","000","Otras cargas legales sobre servicios personales","grp_factura_siif.siif_grupo0","089","grp_factura_siif.siif_subgrupo0_8"
"grp_factura_siif.presupuesto_objeto_gasto_365","000","Retribuciones de ejercicios vencidos A49 L17930","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_366","008","Economías ejercicios vencidos 2008","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_367","009","Economías ejercicios vencidos 2009","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_368","010","Economías ejercicios vencidos 2010","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_369","011","Economías ejercicios vencidos 2011","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_370","012","Economías ejercicios vencidos 2012","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_371","013","Economías ejercicios vencidos 2013","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_372","014","Economías ejercicios vencidos 2014","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_373","015","Economías ejercicios vencidos 2015","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_374","016","Economías ejercicios vencidos 2016","grp_factura_siif.siif_grupo0","091","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_375","000","Partidas globales a distribuir","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_376","001","Partida global a distribuir p/contratos del PNUD","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_377","002","Partida global a distribuir p/ Adscriptos","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_378","003","Partida a distribuir proveniente del A4 i2 L17904","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_379","004","Partida global para reformulación de estructuras","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_380","005","Partida global para escalafón conducción","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_381","006","Partida globlal por cese de incentivo por retiro","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_382","007","Partida global p/reestructuras A6 L18362","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_383","008","Partida Indisponible (ver detalle)","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_384","009","Fondo de Suplencias en Centros Asistenciales","grp_factura_siif.siif_grupo0","092","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_385","000","Fdo p/financiar cargos o func.a personas c/discapacidad","grp_factura_siif.siif_grupo0","094","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_386","000","Fondos Presupuestales","grp_factura_siif.siif_grupo0","095","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_387","002","Fondo para Contratos Temporales Dcho. Público","grp_factura_siif.siif_grupo0","095","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_388","003","Fondo para Contrataciones Cachet","grp_factura_siif.siif_grupo0","095","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_389","004","Fondo para Contratos Laborales","grp_factura_siif.siif_grupo0","095","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_390","005","Fondo p/financiar funciones transitorias y de conducción","grp_factura_siif.siif_grupo0","095","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_391","999","Reserva de crédito contratos a término","grp_factura_siif.siif_grupo0","095","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_392","006","Fondo para Contrato de Trabajo","grp_factura_siif.siif_grupo0","095","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_393","011","Partida a Reasignar proveniente de Economías","grp_factura_siif.siif_grupo0","097","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_394","000","Serv.Personales  para uso excl.Entes Descentr.Pto.Nal.","grp_factura_siif.siif_grupo0","098","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_395","001","Partida Ley N° 19310 A 3","grp_factura_siif.siif_grupo0","098","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_396","005","Partida Ley N° 19310 Equiparados","grp_factura_siif.siif_grupo0","098","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_397","006","Partida A 1 Ley 19485 Inc 16,19,33","grp_factura_siif.siif_grupo0","098","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_398","000","Otras retribuciones","grp_factura_siif.siif_grupo0","099","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_399","001","Partida Proyectada","grp_factura_siif.siif_grupo0","099","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_400","002","Financiaciòn de Estructuras Organizativas","grp_factura_siif.siif_grupo0","099","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_401","003","Retribribuciones Personales p/distribución Grupo 0.","grp_factura_siif.siif_grupo0","099","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_402","095","Partida para Recomposición de Estructuras Remunerativas","grp_factura_siif.siif_grupo0","099","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_403","098","Partida condicinada a los requisitos A717 L18719-A271L18996","grp_factura_siif.siif_grupo0","099","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_404","099","Partida global SIMPLI a nivel de Inciso","grp_factura_siif.siif_grupo0","099","grp_factura_siif.siif_subgrupo0_9"
"grp_factura_siif.presupuesto_objeto_gasto_405","000","Alimentos para personas","grp_factura_siif.siif_grupo1","111","grp_factura_siif.siif_subgrupo1_1"
"grp_factura_siif.presupuesto_objeto_gasto_406","001","Alimentos para personas adquiridos a través de U.C.A.A.","grp_factura_siif.siif_grupo1","111","grp_factura_siif.siif_subgrupo1_1"
"grp_factura_siif.presupuesto_objeto_gasto_407","000","Alimento para animales","grp_factura_siif.siif_grupo1","112","grp_factura_siif.siif_subgrupo1_1"
"grp_factura_siif.presupuesto_objeto_gasto_408","000","Productos pecuarios","grp_factura_siif.siif_grupo1","113","grp_factura_siif.siif_subgrupo1_1"
"grp_factura_siif.presupuesto_objeto_gasto_409","000","Productos agroforestales y sus manufacturas","grp_factura_siif.siif_grupo1","114","grp_factura_siif.siif_subgrupo1_1"
"grp_factura_siif.presupuesto_objeto_gasto_410","000","Materias primas agropecuarias y forestales","grp_factura_siif.siif_grupo1","115","grp_factura_siif.siif_subgrupo1_1"
"grp_factura_siif.presupuesto_objeto_gasto_411","000","Materias primas de origen acuático","grp_factura_siif.siif_grupo1","116","grp_factura_siif.siif_subgrupo1_1"
"grp_factura_siif.presupuesto_objeto_gasto_412","000","Otros","grp_factura_siif.siif_grupo1","119","grp_factura_siif.siif_subgrupo1_1"
"grp_factura_siif.presupuesto_objeto_gasto_413","000","Hilados y telas","grp_factura_siif.siif_grupo1","121","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_414","000","Prendas de vestir","grp_factura_siif.siif_grupo1","122","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_415","001","Dif. Reintegro por concepto de Equipo OficialesMDN","grp_factura_siif.siif_grupo1","122","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_416","002","Equipos para el personal de vigilancia en playas","grp_factura_siif.siif_grupo1","122","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_417","003","Uniformes área asistencial-Sect.Salúd","grp_factura_siif.siif_grupo1","122","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_418","004","Uniformes área no asistencial-Sect.Salúd","grp_factura_siif.siif_grupo1","122","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_419","005","Ropa usuarios internación-Sect.Salúd","grp_factura_siif.siif_grupo1","122","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_420","301","Dif.reintegro p/Equipos Oficiales-Militar","grp_factura_siif.siif_grupo1","122","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_421","000","Confecciones textiles","grp_factura_siif.siif_grupo1","123","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_422","000","Cuero, pieles y similares","grp_factura_siif.siif_grupo1","124","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_423","000","Otros","grp_factura_siif.siif_grupo1","129","grp_factura_siif.siif_subgrupo1_2"
"grp_factura_siif.presupuesto_objeto_gasto_424","000","Papeles de oficina","grp_factura_siif.siif_grupo1","131","grp_factura_siif.siif_subgrupo1_3"
"grp_factura_siif.presupuesto_objeto_gasto_425","000","Productos de papel y cartón","grp_factura_siif.siif_grupo1","132","grp_factura_siif.siif_subgrupo1_3"
"grp_factura_siif.presupuesto_objeto_gasto_426","000","Formularios , impresos  y similares","grp_factura_siif.siif_grupo1","133","grp_factura_siif.siif_subgrupo1_3"
"grp_factura_siif.presupuesto_objeto_gasto_427","000","Productos de artes gráficas","grp_factura_siif.siif_grupo1","134","grp_factura_siif.siif_subgrupo1_3"
"grp_factura_siif.presupuesto_objeto_gasto_428","000","Libros, revistas y otras publicaciones","grp_factura_siif.siif_grupo1","135","grp_factura_siif.siif_subgrupo1_3"
"grp_factura_siif.presupuesto_objeto_gasto_429","001","Libros, revistas, art.tecnicos, guias en formato digital","grp_factura_siif.siif_grupo1","135","grp_factura_siif.siif_subgrupo1_3"
"grp_factura_siif.presupuesto_objeto_gasto_430","000","Especies timbradas y valoradas","grp_factura_siif.siif_grupo1","136","grp_factura_siif.siif_subgrupo1_3"
"grp_factura_siif.presupuesto_objeto_gasto_431","000","Otros","grp_factura_siif.siif_grupo1","139","grp_factura_siif.siif_subgrupo1_3"
"grp_factura_siif.presupuesto_objeto_gasto_432","000","Combustibles derivados del petróleo","grp_factura_siif.siif_grupo1","141","grp_factura_siif.siif_subgrupo1_4"
"grp_factura_siif.presupuesto_objeto_gasto_433","001","Combustible de aeronaves","grp_factura_siif.siif_grupo1","141","grp_factura_siif.siif_subgrupo1_4"
"grp_factura_siif.presupuesto_objeto_gasto_434","000","Electricidad","grp_factura_siif.siif_grupo1","142","grp_factura_siif.siif_subgrupo1_4"
"grp_factura_siif.presupuesto_objeto_gasto_435","000","Supergas","grp_factura_siif.siif_grupo1","143","grp_factura_siif.siif_subgrupo1_4"
"grp_factura_siif.presupuesto_objeto_gasto_436","000","Carbón mineral","grp_factura_siif.siif_grupo1","144","grp_factura_siif.siif_subgrupo1_4"
"grp_factura_siif.presupuesto_objeto_gasto_437","000","Productos energéticos de origen vegetal","grp_factura_siif.siif_grupo1","145","grp_factura_siif.siif_subgrupo1_4"
"grp_factura_siif.presupuesto_objeto_gasto_438","000","Energía nuclear","grp_factura_siif.siif_grupo1","146","grp_factura_siif.siif_subgrupo1_4"
"grp_factura_siif.presupuesto_objeto_gasto_439","000","Otros","grp_factura_siif.siif_grupo1","149","grp_factura_siif.siif_subgrupo1_4"
"grp_factura_siif.presupuesto_objeto_gasto_440","000","Lubricantes y otros derivados del petróleo","grp_factura_siif.siif_grupo1","151","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_441","000","Productos medicinales y farmacéuticos","grp_factura_siif.siif_grupo1","152","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_442","001","Vacunas","grp_factura_siif.siif_grupo1","152","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_443","002","Medicamentos oncologicos por amparos judiciales","grp_factura_siif.siif_grupo1","152","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_444","027","Medicamentos al amparo Ordenanza 692/16 MSP","grp_factura_siif.siif_grupo1","152","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_445","000","Productos veterinarios","grp_factura_siif.siif_grupo1","153","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_446","000","Compuestos químicos, tintas y pinturas","grp_factura_siif.siif_grupo1","154","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_447","001","Oxígeno (UCAMAE)","grp_factura_siif.siif_grupo1","154","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_448","002","Reactivos (UCAMAE)","grp_factura_siif.siif_grupo1","154","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_449","003","Oxígeno líquido-Sect.Salúd","grp_factura_siif.siif_grupo1","154","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_450","004","Oxígeno balones-Sect.Salúd","grp_factura_siif.siif_grupo1","154","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_451","000","Abonos, fertilizantes, fumigantes, etc.","grp_factura_siif.siif_grupo1","155","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_452","000","Productos plásticos , acrílicos y similares","grp_factura_siif.siif_grupo1","156","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_453","000","Artículos de caucho","grp_factura_siif.siif_grupo1","157","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_454","000","Municiones y explosivos","grp_factura_siif.siif_grupo1","158","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_455","000","Otros","grp_factura_siif.siif_grupo1","159","grp_factura_siif.siif_subgrupo1_5"
"grp_factura_siif.presupuesto_objeto_gasto_456","000","Productos de loza,ceramica y similares","grp_factura_siif.siif_grupo1","161","grp_factura_siif.siif_subgrupo1_6"
"grp_factura_siif.presupuesto_objeto_gasto_457","000","Productos de vidrio","grp_factura_siif.siif_grupo1","162","grp_factura_siif.siif_subgrupo1_6"
"grp_factura_siif.presupuesto_objeto_gasto_458","000","Materiales de construcción","grp_factura_siif.siif_grupo1","163","grp_factura_siif.siif_subgrupo1_6"
"grp_factura_siif.presupuesto_objeto_gasto_459","001","Materiales de construcción -  Convenio","grp_factura_siif.siif_grupo1","163","grp_factura_siif.siif_subgrupo1_6"
"grp_factura_siif.presupuesto_objeto_gasto_460","000","Petróleo y gas natural","grp_factura_siif.siif_grupo1","164","grp_factura_siif.siif_subgrupo1_6"
"grp_factura_siif.presupuesto_objeto_gasto_461","000","Otros","grp_factura_siif.siif_grupo1","169","grp_factura_siif.siif_subgrupo1_6"
"grp_factura_siif.presupuesto_objeto_gasto_462","000","Productos básicos de hierro y acero","grp_factura_siif.siif_grupo1","171","grp_factura_siif.siif_subgrupo1_7"
"grp_factura_siif.presupuesto_objeto_gasto_463","000","Productos básicos metalicos no ferrosos","grp_factura_siif.siif_grupo1","172","grp_factura_siif.siif_subgrupo1_7"
"grp_factura_siif.presupuesto_objeto_gasto_464","000","Accesorios metalicos","grp_factura_siif.siif_grupo1","173","grp_factura_siif.siif_subgrupo1_7"
"grp_factura_siif.presupuesto_objeto_gasto_465","000","Estructuras metalicas acabadas","grp_factura_siif.siif_grupo1","174","grp_factura_siif.siif_subgrupo1_7"
"grp_factura_siif.presupuesto_objeto_gasto_466","000","Material y équipo bélico","grp_factura_siif.siif_grupo1","175","grp_factura_siif.siif_subgrupo1_7"
"grp_factura_siif.presupuesto_objeto_gasto_467","000","Herramientas menores","grp_factura_siif.siif_grupo1","176","grp_factura_siif.siif_subgrupo1_7"
"grp_factura_siif.presupuesto_objeto_gasto_468","000","Otros","grp_factura_siif.siif_grupo1","179","grp_factura_siif.siif_subgrupo1_7"
"grp_factura_siif.presupuesto_objeto_gasto_469","000","Utiles de oficina","grp_factura_siif.siif_grupo1","191","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_470","000","Elementos de limpieza y de aseo","grp_factura_siif.siif_grupo1","192","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_471","000","Artículos y accesorios eléctricos","grp_factura_siif.siif_grupo1","193","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_472","000","Artículos menores médico quirúrgicos","grp_factura_siif.siif_grupo1","194","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_473","001","Articulos medicos quirúrgicos p/ gastos por amparos judicial","grp_factura_siif.siif_grupo1","194","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_474","027","Artículos menores médico quirúrgico amp.Ordenanza 692/16 MSP","grp_factura_siif.siif_grupo1","194","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_475","000","Artículos educacionales, culturales,deportivos y recreativos","grp_factura_siif.siif_grupo1","195","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_476","000","Utiles de cocina,comedor,baño","grp_factura_siif.siif_grupo1","196","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_477","000","Artículos y accesorios de informática","grp_factura_siif.siif_grupo1","197","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_478","000","Repuestos y accesorios","grp_factura_siif.siif_grupo1","198","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_479","001","Repuestos y Accesorios uso exclus.Incisos 25,26 y 27","grp_factura_siif.siif_grupo1","198","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_480","002","Dispositivo de Control Vehicular ANCAP-Clearing","grp_factura_siif.siif_grupo1","198","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_481","003","Repuestos y accesorios-equip.médicos-Sect.Salúd","grp_factura_siif.siif_grupo1","198","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_482","004","Repuestos y accesorios-transporte-Sect.Salúd","grp_factura_siif.siif_grupo1","198","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_483","005","Dispositivo  trazabilidad de semovientes","grp_factura_siif.siif_grupo1","198","grp_factura_siif.siif_subgrupo1_9"
"grp_factura_siif.presupuesto_objeto_gasto_484","006","Repuestos Aeronauticos","grp_factura_siif.siif_grupo1","198","grp_factura_siif.siif_subgrupo1_9"
